INSTNM,CITY,STABBR,ZIP,ACCREDAGENCY,INSTURL,NPCURL,SCH_DEG,HCM2,MAIN,NUMBRANCH,PREDDEG,HIGHDEG,CONTROL,ST_FIPS,REGION,LOCALE,LOCALE2,LATITUDE,LONGITUDE,COSTT4_A,COSTT4_P,TUITIONFEE_IN,TUITIONFEE_OUT,TUITIONFEE_PROG,TUITFTE,MN_EARN_WNE_P10,MD_EARN_WNE_P10,SCHTYPE
University of Arkansas Community College-Batesville,Batesville,AR,72503-3350,Higher Learning Commission,www.uaccb.edu,www.uaccb.edu/sites/default/files/content/net-price-calculator/net-price-calculator.html,1,0,1,1,1,2,1,5,5,33,NULL,35.792923,-91.615852,12896,NULL,2482,3274,NULL,1167,30300,25500,1
Harding University,Searcy,AR,72149-5615,Higher Learning Commission,www.harding.edu,www.harding.edu/admissions/npc.html,3,0,1,2,3,4,2,5,5,32,NULL,35.247386,-91.726143,29827,NULL,19845,19845,NULL,14806,47000,40900,2
Henderson State University,Arkadelphia,AR,71999-0001,Higher Learning Commission,https://www.hsu.edu,https://www.hsu.edu/pages/future-students/financial-aid/net-price-calculator/,3,0,1,1,3,4,1,5,5,32,NULL,34.128155,-93.059703,20429,NULL,8530,10180,NULL,3495,40400,35700,1
Hendrix College,Conway,AR,72032-3080,Higher Learning Commission,www.hendrix.edu,www.hendrix.edu/Admission/PriceCalculator/,3,0,1,1,3,4,2,5,5,13,NULL,35.101565,-92.443256,59901,NULL,45790,45790,NULL,10750,44500,39700,2
John Brown University,Siloam Springs,AR,72761,Higher Learning Commission,www.jbu.edu,info.eaglenet.jbu.edu/npc,3,0,1,1,3,4,2,5,5,32,NULL,36.189812,-94.560283,38834,NULL,26928,26928,NULL,11732,55400,45800,2
Arkansas State University Mid-South,West Memphis,AR,72301-3829,Higher Learning Commission,www.asumidsouth.edu,www.asumidsouth.edu/NetPriceCalculator16/npcalc.htm,1,0,1,1,1,2,1,5,5,21,NULL,35.145736,-90.22285,14384,NULL,2674,4114,NULL,1879,26700,22500,1
Arkansas Northeastern College,Blytheville,AR,72316-1109,Higher Learning Commission,www.anc.edu,www.anc.edu/netprice/index.html,1,0,1,1,1,2,1,5,5,41,NULL,35.898597,-89.921005,10480,NULL,2318,3998,NULL,1154,30800,25700,1
North Arkansas College,Harrison,AR,72601-5508,Higher Learning Commission,www.northark.edu,www.northark.edu/NetPrice/npcalc.htm,1,0,1,1,1,2,1,5,5,33,NULL,36.219909,-93.08844,10089,NULL,2280,4632,NULL,1108,28900,25600,1
Northwest Technical Institute,Springdale,AR,72764,Council on Occupational Education,www.nwti.edu,www.nwtionline.com/NetPriceCalculator/npcalc.htm,1,0,1,1,1,1,1,5,5,13,NULL,36.178032,-94.115346,8201,NULL,2326,2326,NULL,2524,32500,29800,1
Ouachita Baptist University,Arkadelphia,AR,71998-0001,Higher Learning Commission,www.obu.edu,www.obu.edu/finaid/,3,0,1,1,3,3,2,5,5,32,NULL,34.126093,-93.052471,37349,NULL,26790,26790,NULL,10407,46000,41200,2
Arkansas State University Three Rivers,Malvern,AR,72104-0816,Higher Learning Commission,www.coto.edu,www.coto.edu/sites/default/static/netpricecalc/npcalc.htm,1,0,1,1,1,2,1,5,5,31,NULL,34.378745,-92.821416,12338,NULL,3890,6800,NULL,1934,31000,27500,1
Ozarka College,Melbourne,AR,72556-0010,Higher Learning Commission,www.ozarka.edu,www.ozarka.edu/finaid/npcalc.cfm,1,0,1,1,1,2,1,5,5,43,NULL,36.053031,-91.896355,12416,NULL,3004,5356,NULL,1155,28100,23800,1
University of the Ozarks,Clarksville,AR,72830,Higher Learning Commission,https://www.ozarks.edu,https://admissions.ozarks.edu/secure/calc/default.aspx,3,0,1,1,3,3,2,5,5,33,NULL,35.476278,-93.467221,35136,NULL,24230,24230,NULL,8782,38600,33900,2
University of Arkansas Community College-Morrilton,Morrilton,AR,72110,Higher Learning Commission,www.uaccm.edu,www.uaccm.edu/Future_Student/calculator.html,1,0,1,1,1,2,1,5,5,32,NULL,35.172136,-92.728507,10389,NULL,3140,4076,NULL,2335,31600,27500,1
Philander Smith College,Little Rock,AR,72202-3799,Higher Learning Commission,https://www.philander.edu,https://www.philander.edu/netpricecalculator,3,0,1,1,3,3,2,5,5,12,NULL,34.737131,-92.283015,25290,NULL,13014,13014,NULL,7747,27300,24400,2
Phillips Community College of the University of Arkansas,Helena,AR,72342-0785,Higher Learning Commission,www.pccua.edu,hdatatelweb.pccua.edu/web/netcalc/netcalc.html,1,0,1,1,1,2,1,5,5,41,NULL,34.546155,-90.616884,10501,NULL,2930,4760,NULL,911,26200,22400,1
Southeast Arkansas College,Pine Bluff,AR,71603,Higher Learning Commission,www.seark.edu,www.seark.edu/financial-aid/net-price-calculator,1,0,1,1,1,2,1,5,5,13,NULL,34.210309,-92.025936,12149,NULL,3855,6735,NULL,2455,29700,26700,1
University of Arkansas-Pulaski Technical College,North Little Rock,AR,72118-3347,Higher Learning Commission,uaptc.edu,mediaserver.uaptc.edu/net-price-calculator/index.html,1,0,1,1,2,2,1,5,5,13,NULL,34.782783,-92.299184,16796,NULL,5252,6447,NULL,3340,30700,27700,1
University of Arkansas Hope-Texarkana,Hope,AR,71801,Higher Learning Commission,www.uaht.edu,www.uaht.edu/about/tuition-and-fees/tuition-calculator/,1,0,1,2,1,2,1,5,5,32,NULL,33.641665,-93.596762,13574,NULL,2830,4090,NULL,1613,28600,24400,1
University of Arkansas Community College Rich Mountain,Mena,AR,71953,Higher Learning Commission,www.uarichmountain.edu,www.uarichmountain.edu/financial-aid/net-price-calculator,1,0,1,1,1,2,1,5,5,33,NULL,34.591449,-94.219799,11854,NULL,2880,3936,NULL,988,24100,20800,1
Williams Baptist University,Walnut Ridge,AR,72476,Higher Learning Commission,https://williamsbaptistuniversity.com/,https://npc.collegeboard.org/app/wbcoll,3,0,1,1,3,3,2,5,5,42,NULL,36.125676,-90.940277,28424,NULL,17320,17320,NULL,8050,36400,33100,2
South Arkansas Community College,El Dorado,AR,71731-7010,Higher Learning Commission,www.southark.edu,https://www.southark.edu/admissions/support/net-price-calculator,1,0,1,1,1,2,1,5,5,33,NULL,33.209446,-92.666087,12743,NULL,2700,4812,NULL,2639,32700,29000,1
Southern Arkansas University Main Campus,Magnolia,AR,71753,Higher Learning Commission,https://www.saumag.edu,https://www.saumag.edu/netprice/,3,0,1,1,3,4,1,5,5,33,NULL,33.291618,-93.235922,22116,NULL,8756,12866,NULL,4716,39000,35700,1
Southern Arkansas University Tech,Camden,AR,71701-1906,Higher Learning Commission,www.sautech.edu,www.sautech.edu/netPriceCalc/npcalc.htm,1,0,1,1,1,2,1,5,5,42,NULL,33.628367,-92.721629,18368,NULL,4977,6417,NULL,1984,31200,26700,1
University of Arkansas-Fort Smith,Fort Smith,AR,72913-3649,Higher Learning Commission,uafs.edu/,admissions.uafs.edu/sites/admissions.uafs.edu/files/Departments/Financial/documents/np_calc/Net%20Price%20Calculator.htm,3,0,1,1,3,4,1,5,5,13,NULL,35.384184,-94.373729,16434,NULL,5593,12666,NULL,3377,35000,31000,1
Academy of Art University,San Francisco,CA,94105,Western Association of Schools and Colleges Senior Colleges and University Commission,www.academyart.edu,https://npc.collegeboard.org/student/app/academyart,3,0,1,1,3,4,3,6,8,11,NULL,37.787943,-122.400578,39735,NULL,22308,22308,NULL,31908,47300,38600,3
College of Alameda,Alameda,CA,94501,Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges,alameda.peralta.edu/,https://misweb.cccco.edu/npc/341/npcalc.htm,1,0,1,1,2,2,1,6,8,21,NULL,37.781017,-122.279303,13680,NULL,1254,7806,NULL,1078,40500,34200,1
Allan Hancock College,Santa Maria,CA,93454-6399,Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges,www.hancockcollege.edu/,https://misweb.cccco.edu/npc/611/npcalc.htm,2,0,1,1,2,2,1,6,8,12,NULL,34.943716,-120.421144,10784,NULL,1352,6784,NULL,659,35500,30400,1
American Academy of Dramatic Arts-Los Angeles,Los Angeles,CA,90028,Middle States Commission on Higher Education,www.aada.edu,https://www.aada.edu/admissions/net-price-calculator/,2,0,0,2,2,2,2,6,8,11,NULL,34.095378,-118.343701,50100,NULL,35160,35160,NULL,26205,38200,32700,2
American River College,Sacramento,CA,95841-4286,Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges,https://www.arc.losrios.edu/,https://www.arc.losrios.edu/admissions/cost-of-attendance/net-price-calculator,1,0,1,1,1,2,1,6,8,21,NULL,38.65085,-121.349672,11961,NULL,1104,8712,NULL,604,38100,32000,1
Antelope Valley College,Lancaster,CA,93536-5426,Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges,www.avc.edu,https://misweb.cccco.edu/npc/621/npcalc.htm,2,0,1,1,2,2,1,6,8,21,NULL,34.676207,-118.186166,13084,NULL,1124,6500,NULL,436,34500,27100,1
Art Center College of Design,Pasadena,CA,91103,Western Association of Schools and Colleges Senior Colleges and University Commission,www.artcenter.edu,https://tcc.ruffalonl.com/Art-Center-College-of-Design/Freshman-Calculator,3,0,1,1,3,4,2,6,8,12,NULL,34.169031,-118.185102,64097,NULL,43416,43416,NULL,34648,62300,53600,2
Azusa Pacific University,Azusa,CA,91702-7000,Western Association of Schools and Colleges Senior Colleges and University Commission,www.apu.edu,https://www.apu.edu/undergraduate-admissions/financialaid/calculator/,3,0,1,1,3,4,2,6,8,21,NULL,34.130047,-117.888375,51578,NULL,38880,38880,NULL,19919,55900,51100,2
Bakersfield College,Bakersfield,CA,93305-1299,Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges,www.bakersfieldcollege.edu/,https://misweb.cccco.edu/npc/521/npcalc.htm,2,0,1,1,1,3,1,6,8,11,NULL,35.40911,-118.973753,12467,NULL,1325,7261,NULL,514,36000,29800,1
Barstow Community College,Barstow,CA,92311,Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges,www.barstow.edu,https://misweb.cccco.edu/npc/911/npcalc.htm,2,0,1,1,2,2,1,6,8,32,NULL,34.870285,-117.023412,16152,NULL,1104,6720,NULL,412,35000,29900,1
Biola University,La Mirada,CA,90639-0001,Western Association of Schools and Colleges Senior Colleges and University Commission,https://www.biola.edu,https://www.biola.edu/undergrad/financial-aid/net-price-calculator#net-price,3,0,1,1,3,4,2,6,8,21,NULL,33.906203,-118.014374,53611,NULL,40488,40488,NULL,22560,50700,44500,2
Bryan University,Tempe,AZ,85281,Accrediting Commission of Career Schools and Colleges,bryanuniversity.edu,bryanuniversity.edu/about/consumer-info/net-price-calculator/,2,0,1,1,2,3,3,4,6,12,NULL,33.437779,-111.944197,23758,NULL,11025,11025,NULL,15165,36100,31900,3
Butte College,Oroville,CA,95965-8399,Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges,www.butte.edu,https://misweb.cccco.edu/npc/111/npcalc.htm,2,0,1,1,2,2,1,6,8,42,NULL,39.649782,-121.644831,11336,NULL,1368,6984,NULL,994,37600,31300,1
Cabrillo College,Aptos,CA,95003,Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges,www.cabrillo.edu,misweb.cccco.edu/npc/411/npcalc.htm,2,0,1,1,2,2,1,6,8,22,NULL,36.989448,-121.924797,14848,NULL,1270,7462,NULL,1318,40600,33300,1
California Baptist University,Riverside,CA,92504-3297,Western Association of Schools and Colleges Senior Colleges and University Commission,www.calbaptist.edu,https://calbaptist.studentaidcalculator.com/welcome.aspx,3,0,1,1,3,4,2,6,8,11,NULL,33.929321,-117.425619,44746,NULL,33478,33478,NULL,18673,47500,42600,2
California College of the Arts,San Francisco,CA,94107-2247,Western Association of Schools and Colleges Senior Colleges and University Commission,www.cca.edu,www.cca.edu/admissions/financialaid/calculator,3,0,1,1,3,4,2,6,8,11,NULL,37.767485,-122.399451,64030,NULL,49138,49138,NULL,30596,48000,37200,2
California Institute of Technology,Pasadena,CA,91125,Western Association of Schools and Colleges Senior Colleges and University Commission,www.caltech.edu,www.finaid.caltech.edu/npc,3,0,1,1,3,4,2,6,8,12,NULL,34.137349,-118.125878,68901,NULL,52362,52362,NULL,18877,106300,85900,2
California Lutheran University,Thousand Oaks,CA,91360-2787,Western Association of Schools and Colleges Senior Colleges and University Commission,www.callutheran.edu/,https://www.callutheran.edu/financial-aid/tuition-fees/net-price-calculator.html,3,0,1,1,3,4,2,6,8,12,NULL,34.224566,-118.878924,56491,NULL,42692,42692,NULL,19499,60200,54200,2
California Polytechnic State University-San Luis Obispo,San Luis Obispo,CA,93407,Western Association of Schools and Colleges Senior Colleges and University Commission,calpoly.edu,financialaid.calpoly.edu/calculator/npcalc.htm,3,0,1,1,3,4,1,6,8,23,NULL,35.299513,-120.657311,27073,NULL,9816,21696,NULL,9068,74300,66900,1
Alliant International University-San Diego,San Diego,CA,92131,Western Association of Schools and Colleges Senior Colleges and University Commission,www.alliant.edu,https://www.alliant.edu/net-price-calc/,1,0,1,6,1,4,3,6,8,11,NULL,32.897056,-117.094398,34892,NULL,14600,14600,NULL,18708,65200,59500,3
California State University-Bakersfield,Bakersfield,CA,93311-1099,Western Association of Schools and Colleges Senior Colleges and University Commission,www.csub.edu,https://www2.calstate.edu/attend/paying-for-college/Pages/csu-costs.aspx,3,0,1,1,3,4,1,6,8,11,NULL,35.350005,-119.104711,16714,NULL,7309,19189,NULL,3321,50100,47800,1
California State University-Stanislaus,Turlock,CA,95382-0299,Western Association of Schools and Colleges Senior Colleges and University Commission,https://www.csustan.edu,https://www2.calstate.edu/attend/paying-for-college/Pages/csu-costs.aspx,3,0,1,1,3,4,1,6,8,23,NULL,37.52577,-120.852511,16442,NULL,7072,18952,NULL,4680,48500,45400,1
California State University-San Bernardino,San Bernardino,CA,92407-2393,Western Association of Schools and Colleges Senior Colleges and University Commission,www.csusb.edu,https://www2.calstate.edu/attend/paying-for-college/Pages/csu-costs.aspx,3,0,1,1,3,4,1,6,8,12,NULL,34.182622,-117.323801,18522,NULL,6922,18802,NULL,3622,48800,44500,1
California State Polytechnic University-Pomona,Pomona,CA,91768,Western Association of Schools and Colleges Senior Colleges and University Commission,www.cpp.edu,https://www.cpp.edu/~financial-aid/net-price-calculator/npcalc.htm,3,0,1,1,3,4,1,6,8,21,NULL,34.057912,-117.821476,21302,NULL,7353,19233,NULL,4699,58000,54000,1
California State University-Chico,Chico,CA,95929-0150,Western Association of Schools and Colleges Senior Colleges and University Commission,www.csuchico.edu,https://www2.calstate.edu/attend/paying-for-college/Pages/csu-costs.aspx,3,0,1,1,3,4,1,6,8,13,NULL,39.729712,-121.844859,23508,NULL,7608,19488,NULL,4242,55400,48100,1
California State University-Dominguez Hills,Carson,CA,90747-0005,Western Association of Schools and Colleges Senior Colleges and University Commission,https://www.csudh.edu,https://www2.calstate.edu/attend/paying-for-college/Pages/csu-costs.aspx,3,0,1,1,3,4,1,6,8,13,NULL,33.864766,-118.255917,14469,NULL,6942,18822,NULL,3854,48500,44700,1
California State University-Fresno,Fresno,CA,93740,Western Association of Schools and Colleges Senior Colleges and University Commission,www.fresnostate.edu/,fresnostate.edu/studentaffairs/financialaid/netprice/index.html,3,0,1,1,3,4,1,6,8,11,NULL,36.811154,-119.744569,16915,NULL,6587,18467,NULL,3735,48500,44700,1
California State University-Fullerton,Fullerton,CA,92831-3599,Western Association of Schools and Colleges Senior Colleges and University Commission,www.fullerton.edu,www.fullerton.edu/financialaid/calculator/,3,0,1,1,3,4,1,6,8,21,NULL,33.881506,-117.885446,17645,NULL,6886,18766,NULL,5172,51800,47200,1
California State University-East Bay,Hayward,CA,94542,Western Association of Schools and Colleges Senior Colleges and University Commission,www.csueastbay.edu,www.csueastbay.edu/financialaid/files/images/net-price-calculator/npcalc.htm,3,0,1,1,3,4,1,6,8,21,NULL,37.657694,-122.054135,21371,NULL,6983,18863,NULL,5794,58200,51700,1
California State University-Long Beach,Long Beach,CA,90840-0115,Western Association of Schools and Colleges Senior Colleges and University Commission,www.csulb.edu,https://www2.calstate.edu/attend/paying-for-college/Pages/csu-costs.aspx,3,0,1,1,3,4,1,6,8,11,NULL,33.782818,-118.11204,18306,NULL,6798,18678,NULL,4721,53000,48100,1
California State University-Los Angeles,Los Angeles,CA,90032-8506,Western Association of Schools and Colleges Senior Colleges and University Commission,www.calstatela.edu,https://www2.calstate.edu/attend/paying-for-college/Pages/csu-costs.aspx,3,0,1,1,3,4,1,6,8,11,NULL,34.066927,-118.168965,14823,NULL,6749,18629,NULL,3656,49900,46100,1
California State University-Northridge,Northridge,CA,91330,Western Association of Schools and Colleges Senior Colleges and University Commission,https://www.csun.edu,https://www2.calstate.edu/attend/paying-for-college/Pages/csu-costs.aspx,3,0,1,1,3,4,1,6,8,11,NULL,34.240126,-118.529319,18870,NULL,6893,18773,NULL,4673,49700,45400,1
California State University-Sacramento,Sacramento,CA,95819-2694,Western Association of Schools and Colleges Senior Colleges and University Commission,www.csus.edu,https://www2.calstate.edu/attend/paying-for-college/Pages/csu-costs.aspx,3,0,1,1,3,4,1,6,8,11,NULL,38.559415,-121.423549,19807,NULL,7310,19190,NULL,4931,54200,48900,1
University of California-Berkeley,Berkeley,CA,94720,Western Association of Schools and Colleges Senior Colleges and University Commission,www.berkeley.edu,https://financialaid.berkeley.edu/sites/default/files/docs/FinancialLiteracy/CalcBalance_LiveFields_final.pdf,3,0,1,1,3,4,1,6,8,12,NULL,37.871918,-122.260463,36739,NULL,14184,43176,NULL,22027,79000,64700,1
University of California-Davis,Davis,CA,95616-8678,Western Association of Schools and Colleges Senior Colleges and University Commission,ucdavis.edu,myawards.ucdavis.edu/AidEstimator,3,0,1,1,3,4,1,6,8,23,NULL,38.539667,-121.749567,35252,NULL,14402,43394,NULL,18270,68100,58200,1
University of California-Irvine,Irvine,CA,92697,Western Association of Schools and Colleges Senior Colleges and University Commission,www.uci.edu/,www.ofas.uci.edu/content/Calculator.aspx,3,0,1,1,3,4,1,6,8,11,NULL,33.648434,-117.841248,32985,NULL,13700,42692,NULL,15954,65800,58400,1
University of California-Los Angeles,Los Angeles,CA,90095-1405,Western Association of Schools and Colleges Senior Colleges and University Commission,www.ucla.edu/,https://dnn.uclanet.ucla.edu/fas102016/Prospective-Student/Net-Price-Calculator,3,0,1,1,3,4,1,6,8,11,NULL,34.068892,-118.443901,33654,NULL,13226,42218,NULL,18278,73200,60700,1
University of California-Riverside,Riverside,CA,92521,Western Association of Schools and Colleges Senior Colleges and University Commission,www.ucr.edu/,vcsaweb.ucr.edu/FinAidManualCalculator/,3,0,1,1,3,4,1,6,8,11,NULL,33.97246,-117.32741,32843,NULL,13827,42819,NULL,12688,55300,49700,1
University of California-San Diego,La Jolla,CA,92093,Western Association of Schools and Colleges Senior Colleges and University Commission,www.ucsd.edu,fas.ucsd.edu/forms-and-resources/financial-aid-estimator/index.html,3,0,1,1,3,4,1,6,8,11,NULL,32.877749,-117.235866,31891,NULL,14167,43159,NULL,17532,69600,59900,1
University of California-Santa Barbara,Santa Barbara,CA,93106,Western Association of Schools and Colleges Senior Colleges and University Commission,www.ucsb.edu,finaid.ucsb.edu/net-price-calculator,3,0,1,1,3,4,1,6,8,22,NULL,34.416297,-119.846426,35987,NULL,14391,43383,NULL,15451,62400,55300,1
University of California-Santa Cruz,Santa Cruz,CA,95064-1011,Western Association of Schools and Colleges Senior Colleges and University Commission,www.ucsc.edu/,www2.ucsc.edu/finaidcalc/,3,0,1,1,3,4,1,6,8,13,NULL,36.995584,-122.058801,35982,NULL,13960,42952,NULL,14448,53800,46900,1
California Institute of the Arts,Valencia,CA,91355-2397,Western Association of Schools and Colleges Senior Colleges and University Commission,www.calarts.edu,calarts.edu/financial-aid/net-price-calculator,3,0,1,1,3,4,2,6,8,21,NULL,34.39327,-118.566837,69015,NULL,49276,49276,NULL,28168,50600,37900,2
